校系.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取名額..含外加.,普通生錄取分數
2415,義守大學,數位多媒體設計學系,2,2,0,1,2,1,0,0,0,0,34,375.4
2416,義守大學,營養學系,1,2,0,0,0,0,0,0,2,2,27,337.9
2417,義守大學,生物醫學工程學系,2,1,1,0,0,0,0,1,2,2,31,368.4
2420,義守大學,生物科技學系,2,1,0,0,0,0,0,0,2,2,24,324.9
2421,義守大學,護理學系,2,2,1,0,0,0,0,0,1,2,58,395
2422,義守大學,醫學影像暨放射科學系,2,1,1,0,0,0,0,2,1,2,25,457.2
2423,義守大學,物理治療學系,1.5,2,1,0,0,0,0,1,1,2,32,452.45
2424,義守大學,職能治療學系,1.5,2,1,0,0,0,0,1,1,2,27,445.35
2425,銘傳大學,企業管理學系,2,2,0,1.75,1,1,0,0,0,0,70,420.3
2426,銘傳大學,會計學系,2,2,0,1.75,1,1,0,0,0,0,95,417.3
2427,銘傳大學,財務金融學系(財務金融組),2,1.75,0,2,1,1,0,0,0,0,110,426.75
2430,銘傳大學,財務金融學系(國際金融管理組),2,2,0,1.75,1,1,0,0,0,0,27,442.4
2431,銘傳大學,風險管理與保險學系,2,2,0,1.75,1,1,0,0,0,0,88,398.6
2432,銘傳大學,國際企業學系(國際企業經營組),2,2,0,1.75,1,1,0,0,0,0,37,431.3
2433,銘傳大學,國際企業學系(外貿行銷管理組),2,2,0,1.75,0,0,0,0,0,0,37,313.6
2434,銘傳大學,傳播管理學系,2,2,0,1,1,0,0,0,0,0,28,335.8
2435,銘傳大學,廣播電視學系,2,2,0,0,1,1,0,0,0,0,29,362.4
2436,銘傳大學,廣告學系,2,2,0,0,1,1,0,0,0,0,35,356
2437,銘傳大學,新聞學系,2,2,0,0,1,0,0,0,0,0,31,293.5
2440,銘傳大學,法律學系,2,1.5,0,0,1,0,1,0,0,0,54,341.4
2441,銘傳大學,財金法律學系,2,1.5,0,1,0,0,1.5,0,0,0,23,370.95
2442,銘傳大學,應用統計資訊學系,2,1.75,0,2,0,0,0,0,0,0,55,275.78
2443,銘傳大學,經濟學系,2,2,0,1.75,1,1,0,0,0,0,62,397.5
2444,銘傳大學,應用中國文學系,2,1,0,0,1.5,1.5,0,0,0,0,50,344.6
2445,銘傳大學,應用英語學系,1.5,2,0,1,1,1,0,0,0,0,80,349.4
2446,銘傳大學,應用日語學系,2,2,0,1,1,1,0,0,0,0,51,378.2
2447,銘傳大學,華語文教學學系,2,2,0,0,1.5,1,0,0,0,0,59,355.8
2450,銘傳大學,商業設計學系,2,2,0,1,1,1,0,0,0,0,48,398
2451,銘傳大學,商品設計學系,1.5,1.5,0,1.5,1,1,0,0,0,0,43,361.4
2452,銘傳大學,數位媒體設計學系(多媒體遊戲組),2,2,0,1,1,1,0,0,0,0,27,381.6
2453,銘傳大學,數位媒體設計學系(動畫影視組),2,2,0,0,1,1,0,0,0,0,28,344.2
2454,銘傳大學,建築學系,2,2,0,1,0,0,0,0,0,0,21,287.6
2455,銘傳大學,都市規劃與防災學系,2,1,0,0,1,2,2,0,0,0,23,497.9
2456,銘傳大學,觀光學院,1.75,2,0,1,0,1,1.5,0,0,0,74,405.25
2457,銘傳大學,社會與安全管理學系,2,2,0,1,1,0,2,0,0,0,38,446.2
2460,銘傳大學,公共事務學系,2,2,0,1,1,0,2,0,0,0,37,447
2461,銘傳大學,諮商與工商心理學系,2,2,0,2,1,0,1,0,0,0,31,439.6
2462,銘傳大學,資訊管理學系(資訊管理組),1,1,0,1,0,0,0,0,0,0,36,147.6
2463,銘傳大學,資訊管理學系(資訊科技組),1,1,0,1.5,0,0,0,0,0,0,36,174.2
2464,銘傳大學,資訊傳播工程學系(社會組),2,1,0,1,0,0,0,0,0,0,20,205.1
2465,銘傳大學,資訊傳播工程學系(自然組),2,1.75,1.75,0,0,0,0,0,0,0,7,228.85
2466,銘傳大學,資訊工程學系(社會組),2,1.5,0,1.5,0,0,0,0,0,0,10,258.95
2467,銘傳大學,資訊工程學系(自然組),2,1.5,1.5,0,0,0,0,0,0,0,11,219.9
2470,銘傳大學,電子工程學系,2,1.75,1.75,0,0,0,0,0,0,0,21,220.2
2471,銘傳大學,電腦與通訊工程學系,2,1.75,1.75,0,0,0,0,0,0,0,27,215.6
2472,銘傳大學,生物科技學系,1,2,0,0,0,0,0,0,2,2,50,312.7
2473,銘傳大學,醫療資訊與管理學系,1,2,0,2,0,1,0,0,0,0,45,298.4
2474,銘傳大學,生物醫學工程學系,2,1,1.75,0,0,0,0,0,1.75,0,24,267.3
2475,世新大學,新聞學系,2,2,0,0,2,0,1,0,0,0,65,469.2
2476,世新大學,廣播電視電影學系廣播組,2,2,0,0,1,1,1,0,0,0,24,474.6
2477,世新大學,廣播電視電影學系電視組,2,2,0,0,1,1,1,0,0,0,45,479.4
2500,世新大學,廣播電視電影學系電影組,2,2,0,0,1,1,1,0,0,0,25,492
2501,世新大學,圖文傳播暨數位出版學系,2,2,0,1,1,0,1,0,0,0,46,423.5
2502,世新大學,公共關係暨廣告學系,2,2,0,0,2,0,1,0,0,0,71,455.6
2503,世新大學,口語傳播學系,2,2,0,0,2,0,1,0,0,0,44,447.4
2504,世新大學,資訊傳播學系,2,2,0,1,0,0,2,0,0,0,23,436
2505,世新大學,數位多媒體設計學系動畫設計組,2,2,0,1,0,0,0,0,0,0,20,310.8
2506,世新大學,數位多媒體設計學系遊戲設計組,1,2,0,2,0,0,0,0,0,0,24,294
2507,世新大學,傳播管理學系,2,2,0,2,0,0,1,0,0,0,60,416.6
2510,世新大學,資訊管理學系資訊管理組,1.75,2,0,2,0,0,0,0,0,0,53,286.4
2511,世新大學,資訊管理學系資訊科技組,1.75,2,0,2,0,0,0,0,0,0,24,287.2
2512,世新大學,資訊管理學系網路科技組,1.75,2,0,2,0,0,0,0,0,0,29,291.45
2513,世新大學,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,40,306.65
2514,世新大學,行政管理學系,2,1.5,0,0,0,0,1.75,0,0,0,44,326.6
2515,世新大學,觀光學系餐旅經營管理組,2,2,0,1,1,1,0,0,0,0,35,409
2516,世新大學,觀光學系旅遊暨休閒事業管理組,2,2,0,1,1,1,0,0,0,0,32,401.6
2517,世新大學,觀光學系觀光規劃暨資源管理組,2,2,0,1,1,1,0,0,0,0,31,387.6
2520,世新大學,經濟學系,1.5,2,0,2,1,1,0,0,0,0,44,406.7
2521,世新大學,企業管理學系,2,2,0,1.75,0,0,0,0,0,0,26,313.4
2522,世新大學,社會心理學系,2,2,0,2,0,0,1,0,0,0,70,387
2523,世新大學,英語學系,2,2,0,0,1,0,0,0,0,0,69,298
2524,世新大學,中國文學系,2,0,0,0,1.5,1,0,0,0,0,22,297.9
2525,世新大學,日本語文學系,2,2,0,0,1.5,1,0,0,0,0,48,393.6
2526,世新大學,法律學系,2,1,0,1,1,0,1,0,0,0,51,380.9
2527,實踐大學,家庭研究與兒童發展學系(臺北校區),2,2,0,1.5,0,0,0,0,0,0,24,281.8
2530,實踐大學,餐飲管理學系(臺北校區),2,2,0,1,0,0,0,0,0,0,25,291.6
2531,實踐大學,食品營養與保健生技學系(臺北校區),1,2,0,0,0,0,0,0,2,2,51,337
2532,實踐大學,社會工作學系(臺北校區),2,2,0,0,0,0,1.5,0,0,0,61,327.4
2540,實踐大學,服裝設計學系(臺北校區),2,2,0,1,0,0,0,0,0,0,20,356.2
2541,實踐大學,工業產品設計學系(臺北校區),1,2,0,2,0,0,0,0,0,0,20,388.6
2542,實踐大學,建築設計學系(臺北校區),2,2,0,1,0,0,0,0,0,0,32,336.4
2543,實踐大學,"媒體傳達設計學系:數位3D動畫設計組
(臺北校區)",2,2,0,1.5,0,0,0,0,0,0,17,382.4
2544,實踐大學,"媒體傳達設計學系:創新媒體設計組(臺
北校區)",2,2,0,1.5,0,0,0,0,0,0,17,376.4
2545,實踐大學,會計學系(臺北校區),2,2,0,2,1,1,0,0,0,0,37,424.2
2546,實踐大學,國際經營與貿易學系(臺北校區),2,2,0,1.75,1,1,0,0,0,0,45,415
2547,實踐大學,企業管理學系企業管理組(臺北校區),2,2,0,2,1,1,0,0,0,0,53,420.6
2550,實踐大學,企業管理學系國際企業管理組(臺北校區),2,2,0,2,1,1,0,0,0,0,3,497.8
2551,實踐大學,財務金融學系(臺北校區),2,1.75,0,1.5,1,1,0,0,0,0,47,386.7
2552,實踐大學,風險管理與保險學系(臺北校區),2,2,0,2,1,1,0,0,0,0,50,408.1
2553,實踐大學,應用外語學系(臺北校區),1.5,2,0,0,1.5,0,0,0,0,0,55,305.45
2554,實踐大學,資訊科技與管理學系(臺北校區),1.75,2,0,2,0,0,0,0,0,0,42,288.1
2555,實踐大學,國際貿易學系(高雄校區),2,2,0,1,2,1,0,0,0,0,45,363.8
2556,實踐大學,會計暨稅務學系(高雄校區),2,1,0,1,2,2,0,0,0,0,42,386.3
2557,實踐大學,資訊管理學系(高雄校區),1.75,2,0,2,0,0,0,0,0,0,48,238.1
2560,實踐大學,金融管理學系(高雄校區),2,1,0,1,2,2,0,0,0,0,57,381.9
2561,實踐大學,國際企業管理學系(高雄校區),2,2,0,1,2,1,0,0,0,0,45,364.2
2562,實踐大學,行銷管理學系(高雄校區),2,1,0,1,2,2,0,0,0,0,51,391.9
2563,實踐大學,資訊科技與通訊學系(高雄校區),2,2,0,1.75,0,0,0,0,0,0,60,221.2
2564,實踐大學,資訊模擬與設計學系(高雄校區),2,2,0,1.75,0,0,0,0,0,0,48,226.8
2565,實踐大學,應用英語學系(高雄校區),2,2,0,0,1,0,0,0,0,0,58,242.6
2566,實踐大學,服飾設計與經營學系(高雄校區),2,2,0,0,2,1,0,0,0,0,63,346.6
2567,實踐大學,觀光管理學系(高雄校區),2,2,0,1,1,2,1,0,0,0,73,434.4
2570,實踐大學,休閒產業管理學系(高雄校區),1,2,0,0,0,0,1,0,0,0,18,202.6
2571,實踐大學,時尚設計學系(高雄校區),2,2,0,0,1,1,1,0,0,0,40,356.6
2572,實踐大學,應用中文學系(高雄校區),2,1,0,0,1.5,1.5,1,0,0,0,18,386.6
2573,實踐大學,應用日文學系(高雄校區),1,1,0,0,1,0,0,0,0,0,35,152.2
2574,長榮大學,企業管理學系,2,1,0,1,2,2,0,0,0,0,83,362.2
2575,長榮大學,國際企業學系,2,1,0,1,2,2,0,0,0,0,110,349.4
2576,長榮大學,會計資訊學系,2,1,0,1,2,2,0,0,0,0,83,341.6
2577,長榮大學,航運管理學系,2,2,0,1,1,2,0,0,0,0,63,385.6
2600,長榮大學,土地管理與開發學系,2,1,0,1,2,2,0,0,0,0,60,349.3
2601,長榮大學,財務金融學系,2,1,0,1,2,2,0,0,0,0,50,369.5
2602,長榮大學,運動競技學系,2,1,0,1,2,2,0,0,0,0,20,339
2603,長榮大學,科技管理學位學程,2,1,0,1,2,2,0,0,0,0,16,347.6
2604,長榮大學,休閒產業管理學士學位學程,2,1,0,1,2,2,0,0,0,0,30,368.5
2605,長榮大學,休閒產業管理學士學位學程餐飲管理組,2,1,0,1,2,2,0,0,0,0,25,378.9
2606,長榮大學,醫務管理學系,2,2,0,2,1,1,0,0,0,0,27,354.2
2607,長榮大學,職業安全與衛生學系(社會組),2,0,0,2,1,1,2,0,0,0,31,389.2
2610,長榮大學,職業安全與衛生學系(自然組),2,1,1,0,0,0,0,0,2,2,7,313.7
2611,長榮大學,護理學系,1,2,2,0,0,0,0,0,1,2,27,358.5
2612,長榮大學,生物科技學系,2,1,1,0,0,0,0,0,2,2,26,314.8
2613,長榮大學,健康心理學系,2,2,1,0,0,0,0,0,1,2,28,304.2
2614,長榮大學,保健營養學系,2,1,1,0,0,0,0,0,2,2,33,316
2615,長榮大學,健康產業發展學士學位學程,2,1,1,0,0,0,0,0,2,2,12,295.6
2616,長榮大學,大眾傳播學系,2,1,0,0,2,1,2,0,0,0,63,430.2
2617,長榮大學,翻譯學系,2,2,0,0,2,1,1,0,0,0,50,397.6
2620,長榮大學,社會工作學系,2,2,0,1,1,0,2,0,0,0,36,404.8
2621,長榮大學,媒體設計科技學系,2,2,0,1,2,0,1,0,0,0,28,363.8
2622,長榮大學,應用日語學系,2,2,0,0,2,1,1,0,0,0,23,415.8
2624,長榮大學,哲學與宗教學系,2,1,0,1,2,0,2,0,0,0,20,371.3
2626,長榮大學,資訊管理學系,2,1,0,1,2,2,0,0,0,0,74,341.9
